Datetime,AEP_MW
2012-03-19 020000,11220.0
2012-03-19 030000,11023.0
2012-03-19 040000,10954.0
2012-03-19 050000,11189.0
2012-03-19 060000,12016.0
2012-03-19 070000,13416.0
2012-03-19 080000,14381.0
2012-03-19 090000,14526.0
2012-03-19 100000,14647.0
2012-03-19 110000,14988.0
2012-03-19 120000,15068.0
2012-03-19 130000,15265.0
2012-03-19 140000,15480.0
2012-03-19 150000,15541.0
2012-03-19 160000,15453.0
2012-03-19 170000,15454.0
2012-03-19 180000,15427.0
2012-03-19 190000,15247.0
2012-03-19 200000,15232.0
2012-03-19 210000,15806.0
2012-03-19 220000,15214.0
2012-03-19 230000,14227.0
2012-03-20 000000,13032.0
2012-03-18 010000,11210.0
2012-03-18 020000,10776.0
2012-03-18 030000,10496.0
2012-03-18 040000,10407.0
2012-03-18 050000,10346.0
2012-03-18 060000,10425.0
2012-03-18 070000,10635.0
2012-03-18 080000,11201.0
2012-03-18 090000,11667.0
2012-03-18 100000,12411.0
2012-03-18 110000,12558.0
2012-03-18 120000,12741.0
2012-03-18 130000,12830.0
2012-03-18 140000,12921.0
2012-03-18 150000,12822.0
2012-03-18 160000,12854.0
2012-03-18 170000,12800.0
2012-03-18 180000,13096.0
2012-03-18 190000,13101.0
2012-03-18 200000,13411.0
2012-03-18 210000,14229.0
2012-03-18 220000,13726.0
2012-03-18 230000,13032.0
2012-03-19 000000,12246.0
2012-03-17 010000,11845.0
2012-03-17 020000,11372.0
2012-03-17 030000,11059.0
2012-03-17 040000,10963.0
2012-03-17 050000,11055.0
2012-03-17 060000,11149.0
2012-03-17 070000,11580.0
2012-03-17 080000,12176.0
2012-03-17 090000,12451.0
2012-03-17 100000,12979.0
2012-03-17 110000,13373.0
2012-03-17 120000,13387.0
2012-03-17 130000,13422.0
2012-03-17 140000,13261.0
2012-03-17 150000,13273.0
2012-03-17 160000,13227.0
2012-03-17 170000,13204.0
2012-03-17 180000,13234.0
2012-03-17 190000,13068.0
2012-03-17 200000,13098.0
2012-03-17 210000,13602.0
2012-03-17 220000,13341.0
2012-03-17 230000,12662.0
2012-03-18 000000,11883.0
2012-03-16 010000,12538.0
2012-03-16 020000,12021.0
2012-03-16 030000,11847.0
2012-03-16 040000,11660.0
2012-03-16 050000,11862.0
2012-03-16 060000,12537.0
2012-03-16 070000,13984.0
2012-03-16 080000,14926.0
2012-03-16 090000,14917.0
2012-03-16 100000,14994.0
2012-03-16 110000,15132.0
2012-03-16 120000,15010.0
2012-03-16 130000,14973.0
2012-03-16 140000,14917.0
2012-03-16 150000,14847.0
2012-03-16 160000,14524.0
2012-03-16 170000,14310.0
2012-03-16 180000,14180.0
2012-03-16 190000,14060.0
2012-03-16 200000,14100.0
2012-03-16 210000,14600.0
2012-03-16 220000,14276.0
2012-03-16 230000,13577.0
2012-03-17 000000,12636.0
2012-03-15 010000,12192.0
2012-03-15 020000,11744.0
2012-03-15 030000,11518.0
2012-03-15 040000,11604.0
2012-03-15 050000,11791.0
2012-03-15 060000,12542.0
2012-03-15 070000,13937.0
2012-03-15 080000,15073.0
2012-03-15 090000,15082.0
2012-03-15 100000,15182.0
2012-03-15 110000,15248.0
2012-03-15 120000,15349.0
2012-03-15 130000,15228.0
2012-03-15 140000,15177.0
2012-03-15 150000,15089.0
2012-03-15 160000,14856.0
2012-03-15 170000,14815.0
2012-03-15 180000,14837.0
2012-03-15 190000,14806.0
2012-03-15 200000,15083.0
2012-03-15 210000,15545.0
2012-03-15 220000,15195.0
2012-03-15 230000,14291.0
2012-03-16 000000,13223.0
2012-03-14 010000,12167.0
2012-03-14 020000,11782.0
2012-03-14 030000,11603.0
2012-03-14 040000,11640.0
2012-03-14 050000,11826.0
2012-03-14 060000,12507.0
2012-03-14 070000,14206.0
2012-03-14 080000,15202.0
2012-03-14 090000,15146.0
2012-03-14 100000,14940.0
2012-03-14 110000,14942.0
2012-03-14 120000,14821.0
2012-03-14 130000,14863.0
2012-03-14 140000,14901.0
2012-03-14 150000,14848.0
2012-03-14 160000,14726.0
2012-03-14 170000,14653.0
2012-03-14 180000,14554.0
2012-03-14 190000,14566.0
2012-03-14 200000,14692.0
2012-03-14 210000,15385.0
2012-03-14 220000,15112.0
2012-03-14 230000,14121.0
2012-03-15 000000,12993.0
2012-03-13 010000,12635.0
2012-03-13 020000,12144.0
2012-03-13 030000,11885.0
2012-03-13 040000,11784.0
2012-03-13 050000,11956.0
2012-03-13 060000,12648.0
2012-03-13 070000,14185.0
2012-03-13 080000,15196.0
2012-03-13 090000,15025.0
2012-03-13 100000,14998.0
2012-03-13 110000,14990.0
2012-03-13 120000,14920.0
2012-03-13 130000,14855.0
2012-03-13 140000,14851.0
2012-03-13 150000,14781.0
2012-03-13 160000,14551.0
2012-03-13 170000,14490.0
2012-03-13 180000,14360.0
2012-03-13 190000,14288.0
2012-03-13 200000,14621.0
2012-03-13 210000,15377.0
2012-03-13 220000,14957.0
2012-03-13 230000,14075.0
2012-03-14 000000,12865.0
2012-03-12 010000,12228.0
2012-03-12 020000,12145.0
2012-03-12 030000,12004.0
2012-03-12 040000,12122.0
2012-03-12 050000,12555.0
2012-03-12 060000,13441.0
2012-03-12 070000,14904.0
2012-03-12 080000,16109.0
2012-03-12 090000,16100.0
2012-03-12 100000,16062.0
2012-03-12 110000,16086.0
2012-03-12 120000,15950.0
2012-03-12 130000,15769.0
2012-03-12 140000,15623.0
2012-03-12 150000,15281.0
2012-03-12 160000,14980.0
2012-03-12 170000,14937.0
2012-03-12 180000,14911.0
2012-03-12 190000,14937.0
2012-03-12 200000,15304.0
2012-03-12 210000,15689.0
2012-03-12 220000,15143.0
2012-03-12 230000,14200.0
2012-03-13 000000,13347.0
2012-03-11 010000,13672.0
2012-03-11 020000,13407.0
2012-03-11 040000,13510.0
2012-03-11 050000,13611.0
2012-03-11 060000,13885.0
2012-03-11 070000,14351.0
2012-03-11 080000,14849.0
2012-03-11 090000,15128.0
2012-03-11 100000,15014.0
2012-03-11 110000,14349.0
2012-03-11 120000,13810.0
2012-03-11 130000,13651.0
2012-03-11 140000,13257.0
2012-03-11 150000,13006.0
2012-03-11 160000,12708.0
2012-03-11 170000,12635.0
2012-03-11 180000,12831.0
2012-03-11 190000,12935.0
2012-03-11 200000,13671.0
2012-03-11 210000,14381.0
2012-03-11 220000,14084.0
2012-03-11 230000,13441.0
2012-03-12 000000,12855.0
2012-03-10 010000,14730.0
2012-03-10 020000,14562.0
2012-03-10 030000,14582.0
2012-03-10 040000,14647.0
2012-03-10 050000,14855.0
2012-03-10 060000,15323.0
2012-03-10 070000,15957.0
2012-03-10 080000,16304.0
2012-03-10 090000,16353.0
2012-03-10 100000,16115.0
2012-03-10 110000,15829.0
2012-03-10 120000,15335.0
2012-03-10 130000,14832.0
2012-03-10 140000,14302.0
2012-03-10 150000,13909.0
2012-03-10 160000,13555.0
2012-03-10 170000,13461.0
2012-03-10 180000,13641.0
2012-03-10 190000,14356.0
2012-03-10 200000,15094.0
2012-03-10 210000,15197.0
2012-03-10 220000,14971.0
2012-03-10 230000,14504.0
2012-03-11 000000,13959.0
2012-03-09 010000,13738.0
2012-03-09 020000,13423.0
2012-03-09 030000,13360.0
2012-03-09 040000,13419.0
2012-03-09 050000,13740.0
2012-03-09 060000,14768.0
2012-03-09 070000,16311.0
2012-03-09 080000,16864.0
2012-03-09 090000,16861.0
2012-03-09 100000,16764.0
2012-03-09 110000,16592.0
2012-03-09 120000,16258.0
2012-03-09 130000,16045.0
2012-03-09 140000,15805.0
2012-03-09 150000,15437.0
2012-03-09 160000,15154.0
2012-03-09 170000,15054.0
2012-03-09 180000,15184.0
2012-03-09 190000,15806.0
2012-03-09 200000,16550.0
2012-03-09 210000,16583.0
2012-03-09 220000,16487.0
2012-03-09 230000,15944.0
2012-03-10 000000,15172.0
2012-03-08 010000,12937.0
2012-03-08 020000,12623.0
2012-03-08 030000,12446.0
2012-03-08 040000,12495.0
2012-03-08 050000,12779.0
2012-03-08 060000,13344.0
2012-03-08 070000,14911.0
2012-03-08 080000,15614.0
2012-03-08 090000,15613.0
2012-03-08 100000,15648.0
2012-03-08 110000,15723.0
2012-03-08 120000,15726.0
2012-03-08 130000,15713.0
2012-03-08 140000,15594.0
2012-03-08 150000,15470.0
2012-03-08 160000,15272.0
2012-03-08 170000,15374.0
2012-03-08 180000,15548.0
2012-03-08 190000,16051.0
2012-03-08 200000,16412.0
2012-03-08 210000,16303.0
2012-03-08 220000,15963.0
2012-03-08 230000,14983.0
2012-03-09 000000,14277.0
2012-03-07 010000,14395.0
2012-03-07 020000,14105.0
2012-03-07 030000,14100.0
2012-03-07 040000,14134.0
2012-03-07 050000,14495.0
2012-03-07 060000,15343.0
2012-03-07 070000,16884.0
2012-03-07 080000,17404.0
2012-03-07 090000,16976.0
2012-03-07 100000,16439.0
2012-03-07 110000,15954.0
2012-03-07 120000,15640.0
2012-03-07 130000,15394.0
2012-03-07 140000,15220.0
2012-03-07 150000,14891.0
2012-03-07 160000,14534.0
2012-03-07 170000,14532.0
2012-03-07 180000,14711.0
2012-03-07 190000,15308.0
2012-03-07 200000,15905.0
2012-03-07 210000,15797.0
2012-03-07 220000,15242.0
2012-03-07 230000,14405.0
2012-03-08 000000,13562.0
2012-03-06 010000,16661.0
2012-03-06 020000,16418.0
2012-03-06 030000,16379.0
2012-03-06 040000,16481.0
2012-03-06 050000,16859.0
2012-03-06 060000,17746.0
2012-03-06 070000,19260.0
2012-03-06 080000,19444.0
2012-03-06 090000,19141.0
2012-03-06 100000,18398.0
2012-03-06 110000,17872.0
2012-03-06 120000,17295.0
2012-03-06 130000,16815.0
2012-03-06 140000,16313.0
2012-03-06 150000,15796.0
2012-03-06 160000,15425.0
2012-03-06 170000,15226.0
2012-03-06 180000,15211.0
2012-03-06 190000,16036.0
2012-03-06 200000,16839.0
2012-03-06 210000,16926.0
2012-03-06 220000,16624.0
2012-03-06 230000,15841.0
2012-03-07 000000,15007.0
2012-03-05 010000,15307.0
2012-03-05 020000,15290.0
2012-03-05 030000,15311.0
2012-03-05 040000,15424.0
2012-03-05 050000,15818.0
2012-03-05 060000,16666.0
2012-03-05 070000,18049.0
2012-03-05 080000,18630.0
2012-03-05 090000,18652.0
2012-03-05 100000,18720.0
2012-03-05 110000,18551.0
2012-03-05 120000,18450.0
2012-03-05 130000,18336.0
2012-03-05 140000,18121.0
2012-03-05 150000,17841.0
2012-03-05 160000,17570.0
2012-03-05 170000,17649.0
2012-03-05 180000,17762.0
2012-03-05 190000,18493.0
2012-03-05 200000,19060.0
2012-03-05 210000,19149.0
2012-03-05 220000,18675.0
2012-03-05 230000,17848.0
2012-03-06 000000,17093.0
2012-03-04 010000,14035.0
2012-03-04 020000,13760.0
2012-03-04 030000,13652.0
2012-03-04 040000,13570.0
2012-03-04 050000,13685.0
2012-03-04 060000,14063.0
2012-03-04 070000,14463.0
2012-03-04 080000,14913.0
2012-03-04 090000,15440.0
2012-03-04 100000,15600.0
2012-03-04 110000,15639.0
2012-03-04 120000,15512.0
2012-03-04 130000,15565.0
2012-03-04 140000,15331.0
2012-03-04 150000,15324.0
2012-03-04 160000,15325.0
2012-03-04 170000,15522.0
2012-03-04 180000,15978.0
2012-03-04 190000,16745.0
2012-03-04 200000,17375.0
2012-03-04 210000,17367.0
2012-03-04 220000,16939.0
2012-03-04 230000,16217.0
2012-03-05 000000,15596.0
2012-03-03 010000,13136.0
2012-03-03 020000,12955.0
2012-03-03 030000,12733.0
2012-03-03 040000,12884.0
2012-03-03 050000,12986.0
2012-03-03 060000,13373.0
2012-03-03 070000,14020.0
2012-03-03 080000,14580.0
2012-03-03 090000,15204.0
2012-03-03 100000,15609.0
2012-03-03 110000,15724.0
2012-03-03 120000,15485.0
2012-03-03 130000,15173.0
2012-03-03 140000,14896.0
2012-03-03 150000,14581.0
2012-03-03 160000,14365.0
2012-03-03 170000,14483.0
2012-03-03 180000,14726.0
2012-03-03 190000,15496.0
2012-03-03 200000,15972.0
2012-03-03 210000,15868.0
2012-03-03 220000,15557.0
2012-03-03 230000,15065.0
2012-03-04 000000,14412.0
2012-03-02 010000,14184.0
2012-03-02 020000,13908.0
2012-03-02 030000,13882.0
2012-03-02 040000,14025.0
2012-03-02 050000,14405.0
2012-03-02 060000,15197.0
2012-03-02 070000,16587.0
2012-03-02 080000,17323.0
2012-03-02 090000,16950.0
2012-03-02 100000,16825.0
2012-03-02 110000,16716.0
2012-03-02 120000,16528.0
2012-03-02 130000,16423.0
2012-03-02 140000,16397.0
2012-03-02 150000,16217.0
2012-03-02 160000,15810.0
2012-03-02 170000,15567.0
2012-03-02 180000,15696.0
2012-03-02 190000,15903.0
2012-03-02 200000,15922.0
2012-03-02 210000,15635.0
2012-03-02 220000,15240.0
2012-03-02 230000,14529.0
2012-03-03 000000,13787.0
2012-03-01 010000,12456.0
2012-03-01 020000,12385.0
2012-03-01 030000,12323.0
2012-03-01 040000,12352.0
2012-03-01 050000,12770.0
2012-03-01 060000,13729.0
2012-03-01 070000,15377.0
2012-03-01 080000,16119.0
2012-03-01 090000,16212.0
2012-03-01 100000,16061.0
2012-03-01 110000,16042.0
2012-03-01 120000,15976.0
2012-03-01 130000,15785.0
2012-03-01 140000,15717.0
2012-03-01 150000,15422.0
2012-03-01 160000,15184.0
2012-03-01 170000,15087.0
2012-03-01 180000,15201.0
2012-03-01 190000,15918.0
2012-03-01 200000,16335.0
2012-03-01 210000,16400.0
2012-03-01 220000,16090.0
2012-03-01 230000,15473.0
2012-03-02 000000,14607.0
2012-02-29 010000,13772.0
2012-02-29 020000,13540.0
2012-02-29 030000,13494.0
2012-02-29 040000,13411.0
2012-02-29 050000,13758.0
2012-02-29 060000,14407.0
2012-02-29 070000,15839.0
2012-02-29 080000,16483.0
2012-02-29 090000,16351.0
2012-02-29 100000,16181.0
2012-02-29 110000,16236.0
2012-02-29 120000,15921.0
2012-02-29 130000,15628.0
2012-02-29 140000,15472.0
2012-02-29 150000,15152.0
2012-02-29 160000,15002.0
2012-02-29 170000,14926.0
2012-02-29 180000,15024.0
2012-02-29 190000,15577.0
2012-02-29 200000,15815.0
2012-02-29 210000,15656.0
2012-02-29 220000,15096.0
2012-02-29 230000,14230.0
2012-03-01 000000,13243.0
2012-02-28 010000,14744.0
2012-02-28 020000,14621.0
2012-02-28 030000,14649.0
2012-02-28 040000,14832.0
2012-02-28 050000,15360.0
2012-02-28 060000,16271.0
2012-02-28 070000,18085.0
2012-02-28 080000,18670.0
2012-02-28 090000,18157.0
2012-02-28 100000,17475.0
2012-02-28 110000,16907.0
2012-02-28 120000,16434.0
2012-02-28 130000,16115.0
2012-02-28 140000,15696.0
2012-02-28 150000,15460.0
2012-02-28 160000,14970.0
2012-02-28 170000,14944.0
2012-02-28 180000,15174.0
2012-02-28 190000,16104.0
2012-02-28 200000,16599.0
2012-02-28 210000,16627.0
2012-02-28 220000,16109.0
2012-02-28 230000,15252.0
2012-02-29 000000,14337.0
2012-02-27 010000,14822.0
2012-02-27 020000,14752.0
2012-02-27 030000,14730.0
2012-02-27 040000,14887.0
2012-02-27 050000,15344.0
2012-02-27 060000,16198.0
2012-02-27 070000,17866.0
2012-02-27 080000,18291.0
2012-02-27 090000,18084.0
2012-02-27 100000,17594.0
2012-02-27 110000,17305.0
2012-02-27 120000,16739.0
2012-02-27 130000,16347.0
2012-02-27 140000,16025.0
2012-02-27 150000,15601.0
2012-02-27 160000,15257.0
2012-02-27 170000,15077.0
2012-02-27 180000,15256.0
2012-02-27 190000,16171.0
2012-02-27 200000,16797.0
2012-02-27 210000,16834.0
2012-02-27 220000,16612.0
2012-02-27 230000,15823.0
2012-02-28 000000,15162.0
2012-02-26 010000,15686.0
2012-02-26 020000,15569.0
2012-02-26 030000,15544.0
2012-02-26 040000,15598.0
2012-02-26 050000,15776.0
2012-02-26 060000,15982.0
2012-02-26 070000,16532.0
2012-02-26 080000,16981.0
2012-02-26 090000,17127.0
2012-02-26 100000,16558.0
2012-02-26 110000,15915.0
2012-02-26 120000,15332.0
2012-02-26 130000,15003.0
2012-02-26 140000,14519.0
2012-02-26 150000,14136.0
2012-02-26 160000,13920.0
2012-02-26 170000,13897.0
2012-02-26 180000,14244.0
2012-02-26 190000,15272.0
2012-02-26 200000,16172.0
2012-02-26 210000,16329.0
2012-02-26 220000,16130.0
2012-02-26 230000,15702.0
2012-02-27 000000,15137.0
2012-02-25 010000,15035.0
2012-02-25 020000,14756.0
2012-02-25 030000,14702.0
2012-02-25 040000,14790.0
2012-02-25 050000,14932.0
2012-02-25 060000,15292.0
2012-02-25 070000,15989.0
2012-02-25 080000,16504.0
2012-02-25 090000,17039.0
2012-02-25 100000,17335.0
2012-02-25 110000,17532.0
2012-02-25 120000,17365.0
2012-02-25 130000,17128.0
2012-02-25 140000,16809.0
2012-02-25 150000,16554.0
2012-02-25 160000,16300.0
2012-02-25 170000,16290.0
2012-02-25 180000,16546.0
2012-02-25 190000,17271.0
2012-02-25 200000,17640.0
2012-02-25 210000,17482.0
2012-02-25 220000,17163.0
2012-02-25 230000,16676.0
2012-02-26 000000,16149.0
2012-02-24 010000,13640.0
2012-02-24 020000,13245.0
2012-02-24 030000,13065.0
2012-02-24 040000,13063.0
2012-02-24 050000,13255.0
2012-02-24 060000,14042.0
2012-02-24 070000,15533.0
2012-02-24 080000,16144.0
2012-02-24 090000,16183.0
2012-02-24 100000,16184.0
2012-02-24 110000,16314.0
2012-02-24 120000,16233.0
2012-02-24 130000,16214.0
2012-02-24 140000,16283.0
2012-02-24 150000,16186.0
2012-02-24 160000,16120.0
2012-02-24 170000,16271.0
2012-02-24 180000,16519.0
2012-02-24 190000,16968.0
2012-02-24 200000,17081.0
2012-02-24 210000,17021.0
2012-02-24 220000,16845.0
2012-02-24 230000,16242.0
2012-02-25 000000,15596.0
2012-02-23 010000,13999.0
2012-02-23 020000,13739.0
2012-02-23 030000,13665.0
2012-02-23 040000,13724.0
2012-02-23 050000,13999.0
2012-02-23 060000,14973.0
2012-02-23 070000,16394.0
2012-02-23 080000,17038.0
2012-02-23 090000,16908.0
2012-02-23 100000,16597.0
2012-02-23 110000,16363.0
2012-02-23 120000,16141.0
2012-02-23 130000,15868.0
2012-02-23 140000,15748.0
2012-02-23 150000,15533.0
2012-02-23 160000,15340.0
2012-02-23 170000,15315.0
2012-02-23 180000,15573.0
2012-02-23 190000,16307.0
2012-02-23 200000,16643.0
2012-02-23 210000,16434.0
2012-02-23 220000,16000.0
2012-02-23 230000,15193.0
2012-02-24 000000,14210.0
2012-02-22 010000,14506.0
2012-02-22 020000,14214.0
2012-02-22 030000,13981.0
2012-02-22 040000,14193.0
2012-02-22 050000,14532.0
2012-02-22 060000,15535.0
2012-02-22 070000,16968.0
2012-02-22 080000,17780.0
2012-02-22 090000,17439.0
2012-02-22 100000,16969.0
2012-02-22 110000,16471.0
2012-02-22 120000,16097.0
2012-02-22 130000,16000.0
2012-02-22 140000,15879.0
2012-02-22 150000,15609.0
2012-02-22 160000,15442.0
2012-02-22 170000,15601.0
2012-02-22 180000,15835.0
2012-02-22 190000,16689.0
2012-02-22 200000,16846.0
2012-02-22 210000,16651.0
2012-02-22 220000,16402.0
2012-02-22 230000,15556.0
2012-02-23 000000,14655.0
2012-02-21 010000,15883.0
2012-02-21 020000,15611.0
2012-02-21 030000,15510.0
2012-02-21 040000,15674.0
2012-02-21 050000,15896.0
2012-02-21 060000,16783.0
2012-02-21 070000,18229.0
2012-02-21 080000,18885.0
2012-02-21 090000,18778.0
2012-02-21 100000,18449.0
2012-02-21 110000,18307.0
2012-02-21 120000,17907.0
2012-02-21 130000,17425.0
2012-02-21 140000,17063.0
2012-02-21 150000,16630.0
2012-02-21 160000,16389.0
2012-02-21 170000,16491.0
2012-02-21 180000,16652.0
2012-02-21 190000,17401.0
2012-02-21 200000,17610.0
2012-02-21 210000,17411.0
2012-02-21 220000,16994.0
2012-02-21 230000,16061.0
2012-02-22 000000,15178.0
2012-02-20 010000,15455.0
2012-02-20 020000,15281.0
2012-02-20 030000,15250.0
2012-02-20 040000,15468.0
2012-02-20 050000,15884.0
2012-02-20 060000,16586.0
2012-02-20 070000,17651.0
2012-02-20 080000,18414.0
2012-02-20 090000,18549.0
2012-02-20 100000,18287.0
2012-02-20 110000,18018.0
2012-02-20 120000,17406.0
2012-02-20 130000,17149.0
2012-02-20 140000,16840.0
2012-02-20 150000,16423.0
2012-02-20 160000,16012.0
2012-02-20 170000,15987.0
2012-02-20 180000,16355.0
2012-02-20 190000,17518.0
2012-02-20 200000,18154.0
2012-02-20 210000,18249.0
2012-02-20 220000,17892.0
2012-02-20 230000,17173.0
2012-02-21 000000,16465.0
2012-02-19 010000,13915.0
2012-02-19 020000,13668.0
2012-02-19 030000,13656.0
2012-02-19 040000,13695.0
2012-02-19 050000,13700.0
2012-02-19 060000,13984.0
2012-02-19 070000,14451.0
2012-02-19 080000,14984.0
2012-02-19 090000,15587.0
2012-02-19 100000,15871.0
2012-02-19 110000,15927.0
2012-02-19 120000,15827.0
2012-02-19 130000,15841.0
2012-02-19 140000,15767.0
2012-02-19 150000,15758.0
2012-02-19 160000,16054.0
2012-02-19 170000,16304.0
2012-02-19 180000,16543.0
2012-02-19 190000,17344.0
2012-02-19 200000,17438.0
2012-02-19 210000,17202.0
2012-02-19 220000,16763.0
2012-02-19 230000,16248.0
2012-02-20 000000,15788.0
2012-02-18 010000,14691.0
2012-02-18 020000,14472.0
2012-02-18 030000,14262.0
2012-02-18 040000,14260.0
2012-02-18 050000,14417.0
2012-02-18 060000,14720.0
2012-02-18 070000,15434.0
2012-02-18 080000,15915.0
2012-02-18 090000,16215.0
2012-02-18 100000,16149.0
2012-02-18 110000,15898.0
2012-02-18 120000,15331.0
2012-02-18 130000,14904.0
2012-02-18 140000,14488.0
2012-02-18 150000,14246.0
2012-02-18 160000,14063.0
2012-02-18 170000,14264.0
2012-02-18 180000,14567.0
2012-02-18 190000,15512.0
2012-02-18 200000,15799.0
2012-02-18 210000,15728.0
2012-02-18 220000,15498.0
2012-02-18 230000,14984.0
2012-02-19 000000,14433.0
2012-02-17 010000,14509.0
2012-02-17 020000,14180.0
2012-02-17 030000,14029.0
2012-02-17 040000,14008.0
2012-02-17 050000,14354.0
2012-02-17 060000,15285.0
2012-02-17 070000,16708.0
2012-02-17 080000,17516.0
2012-02-17 090000,17455.0
2012-02-17 100000,17255.0
2012-02-17 110000,16918.0
2012-02-17 120000,16515.0
2012-02-17 130000,16118.0
2012-02-17 140000,15802.0
2012-02-17 150000,15437.0
2012-02-17 160000,15155.0
2012-02-17 170000,15040.0
2012-02-17 180000,15196.0
2012-02-17 190000,16080.0
2012-02-17 200000,16515.0
2012-02-17 210000,16577.0
2012-02-17 220000,16528.0
2012-02-17 230000,15958.0
2012-02-18 000000,15227.0
2012-02-16 010000,14310.0
2012-02-16 020000,13892.0
2012-02-16 030000,13675.0
2012-02-16 040000,13849.0
2012-02-16 050000,13985.0
2012-02-16 060000,14882.0
2012-02-16 070000,16446.0
2012-02-16 080000,17336.0
2012-02-16 090000,17208.0
2012-02-16 100000,17134.0
2012-02-16 110000,17162.0
2012-02-16 120000,17063.0
2012-02-16 130000,16931.0
2012-02-16 140000,16755.0
2012-02-16 150000,16583.0
2012-02-16 160000,16220.0
2012-02-16 170000,16309.0
2012-02-16 180000,16522.0
2012-02-16 190000,17142.0
2012-02-16 200000,17242.0
2012-02-16 210000,17174.0
2012-02-16 220000,16653.0
2012-02-16 230000,15892.0
2012-02-17 000000,15098.0
2012-02-15 010000,15371.0
2012-02-15 020000,15095.0
2012-02-15 030000,14943.0
2012-02-15 040000,14910.0
2012-02-15 050000,15147.0
2012-02-15 060000,15976.0
2012-02-15 070000,17479.0
2012-02-15 080000,18314.0
2012-02-15 090000,18033.0
2012-02-15 100000,17721.0
2012-02-15 110000,17293.0
2012-02-15 120000,16986.0
2012-02-15 130000,16629.0
2012-02-15 140000,16217.0
2012-02-15 150000,15884.0
2012-02-15 160000,15559.0
2012-02-15 170000,15766.0
2012-02-15 180000,16213.0
2012-02-15 190000,17082.0
2012-02-15 200000,17249.0
2012-02-15 210000,17149.0
2012-02-15 220000,16731.0
2012-02-15 230000,15890.0
2012-02-16 000000,14922.0
2012-02-14 010000,16076.0
2012-02-14 020000,15807.0
2012-02-14 030000,15500.0
2012-02-14 040000,15431.0
2012-02-14 050000,15883.0
2012-02-14 060000,16722.0
2012-02-14 070000,18084.0
2012-02-14 080000,18933.0
2012-02-14 090000,18777.0
2012-02-14 100000,18646.0
2012-02-14 110000,18693.0
2012-02-14 120000,18322.0
2012-02-14 130000,18181.0
2012-02-14 140000,18029.0
2012-02-14 150000,17808.0
2012-02-14 160000,17666.0
2012-02-14 170000,17758.0
2012-02-14 180000,17968.0
2012-02-14 190000,18467.0
2012-02-14 200000,18454.0
2012-02-14 210000,18315.0
2012-02-14 220000,17833.0
2012-02-14 230000,16853.0
2012-02-15 000000,15998.0
2012-02-13 010000,17183.0
2012-02-13 020000,17020.0
2012-02-13 030000,17055.0
2012-02-13 040000,17218.0
2012-02-13 050000,17746.0
2012-02-13 060000,18596.0
2012-02-13 070000,20185.0
2012-02-13 080000,21147.0
2012-02-13 090000,20819.0
2012-02-13 100000,20025.0
2012-02-13 110000,19383.0
2012-02-13 120000,18661.0
2012-02-13 130000,18293.0
2012-02-13 140000,17990.0
2012-02-13 150000,17674.0
2012-02-13 160000,17319.0
2012-02-13 170000,17375.0
2012-02-13 180000,17842.0
2012-02-13 190000,18782.0
2012-02-13 200000,19008.0
2012-02-13 210000,18807.0
2012-02-13 220000,18416.0
2012-02-13 230000,17597.0
2012-02-14 000000,16712.0
2012-02-12 010000,18392.0
2012-02-12 020000,18045.0
2012-02-12 030000,17807.0
2012-02-12 040000,17756.0
2012-02-12 050000,17803.0
2012-02-12 060000,17999.0
2012-02-12 070000,18385.0
2012-02-12 080000,19033.0
2012-02-12 090000,19283.0
2012-02-12 100000,19367.0
2012-02-12 110000,18869.0
2012-02-12 120000,18470.0
2012-02-12 130000,18021.0
2012-02-12 140000,17561.0
2012-02-12 150000,17069.0
2012-02-12 160000,16782.0
2012-02-12 170000,16932.0
2012-02-12 180000,17376.0
2012-02-12 190000,18748.0
2012-02-12 200000,19122.0
2012-02-12 210000,19138.0
2012-02-12 220000,18681.0
2012-02-12 230000,18092.0
2012-02-13 000000,17509.0
2012-02-11 010000,15828.0
2012-02-11 020000,15554.0
2012-02-11 030000,15561.0
2012-02-11 040000,15629.0
2012-02-11 050000,15886.0
2012-02-11 060000,16339.0
2012-02-11 070000,16871.0
2012-02-11 080000,17613.0
2012-02-11 090000,18175.0
2012-02-11 100000,18798.0
2012-02-11 110000,18957.0
2012-02-11 120000,18795.0
2012-02-11 130000,18743.0
2012-02-11 140000,18636.0
2012-02-11 150000,18455.0
2012-02-11 160000,18386.0
2012-02-11 170000,18553.0
2012-02-11 180000,19107.0
2012-02-11 190000,20248.0
2012-02-11 200000,20412.0
2012-02-11 210000,20209.0
2012-02-11 220000,19881.0
2012-02-11 230000,19375.0
2012-02-12 000000,18800.0
2012-02-10 010000,16487.0
2012-02-10 020000,16163.0
2012-02-10 030000,16176.0
2012-02-10 040000,16195.0
2012-02-10 050000,16492.0
2012-02-10 060000,17323.0
2012-02-10 070000,18854.0
2012-02-10 080000,19614.0
2012-02-10 090000,19355.0
2012-02-10 100000,19159.0
2012-02-10 110000,18924.0
2012-02-10 120000,18690.0
2012-02-10 130000,18346.0
2012-02-10 140000,18191.0
2012-02-10 150000,17950.0
2012-02-10 160000,17771.0
2012-02-10 170000,17968.0
2012-02-10 180000,18284.0
2012-02-10 190000,18814.0
2012-02-10 200000,18598.0
2012-02-10 210000,18458.0
2012-02-10 220000,18070.0
